paperid,originalaffiliation
2467799498,Fraunhofer Heinrich Hertz Institute
2467799498,Technische Universität Berlin
2467828057,University of Westminster
2468125224,College of Computer Science and Technology Zhejiang University#TAB#
2468125224,Qiushi Academy for Advanced Studies Zhejiang University#TAB#
2468127441,"Escuela de Ingeniería y Ciencias, Tecnológico de Monterrey, Mexico City, Mexico"
2468260813,"Department of Biology and Neuroscience Graduate Diploma, York University, Toronto, ON, Canada"
2468262548,"Department of Comptuational Science and Engineering, North Carolina A&T State University, Greensboro, NC, USA"
2468262548,"Department of Integrative Biology, The University of Texas at Austin, Austin, TX, USA"
2468262548,"Department of Microbiology and Molecular Genetics and Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA"
2468270644,"University of Copenhagen, Copenhagen, Denmark"
2468270644,"University of Copenhagen & University College London, Copenhagen & London, Denmark"
2468295695,CERMEP-Imagerie du Vivant PET-MR Department Boulevard Pinel#TAB#
2468295695,Department of Bioengineering and Aerospace Engineering Universidad Carlos III de Madrid Avenida de la Universidad 30#TAB#
2468295695,Physics Department and PERFORM Centre Concordia University 7141 Sherbrooke Street West Montreal QC#TAB#
2468295695,Unit&#-23; de Neuroimagerie Fonctionnelle Centre de Recherche de l’Institut Universitaire de Gériatrie de Montréal Universit&#-23; de Montr&#-23;al Montreal QC#TAB#
2468392024,eCampus University
2468392024,University College London
2468392024,University of Pisa
2468610077,Indiana University
2468610077,Swarthmore College
2468610077,University of Wisconsin
2468611539,"Departamento de Lenguajes y Sistemas Informáticos, Universitat Jaume I, Campus de Riu Sec, 12071 Castellón, Spain#TAB#"
2468751223,"Department of Computer Science, Drexel University, Philadelphia, USA 19104#TAB#"
2469089237,University of Glasgow
2469107318,National Institutes of Health
2469934531,"University of Sulaimani, Computer Science, Kurdistan Region of Iraq"
2469983261,"The University of Queensland, Australia"
2470176409,"Department of Computer Science and Engineering, University of Cádiz, Cádiz, Spain#TAB#"
2470484453,French Institute for Research in Computer Science and Automation
2470484453,Inria Centre de Recherche Rennes Bretagne Atlantique
2470894770,"Massachusetts Institute of Technology, Cambridge, MA, USA"
2470904159,"University of Tsukuba, Tsukuba, Japan"
2470983053,University of Glasgow
2471106192,"School of Basic Medicine, Xinxiang Medical University, Xinxiang, China"
2471106192,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China"
2471106192,"School of Mathematics and Information Science and Technology, Hebei Normal University of Science and Technology, Qinhuangdao, China"
2471539959,МГТУ им. Н.Э. Баумана
2471689314,"University of Minnesota, Minneapolis, MN, USA"
2471840424,King Fahd University of Petroleum and Minerals
2471840424,University of Malaysia Sarawak
2471882858,"Department of Control Systems and Mechatronics, Wrocław University of Technology, Janiszewskiego 11-17, 50-372 Wrocław"
2471967309,Universidad Autónoma del Estado de México
2471986158,Eindhoven University of Technology
2472122037,"University of Lübeck, Lübeck, Germany"
2472158773,"Hulu LLC., Beijing, China"
2472172495,"Faculty of Engineering and Management, Lucian Blaga University of Sibiu, Romania"
2472172495,"Lucian Blaga University of Sibiu, Romania#R##N#COMSATS Institute of Information Technology, Abbottabad, Pakistan"
2472454274,Anhui University
2472454274,"School of Computer Science and Technology, Anhui University, Hefei, China"
2472488028,"Computer Science Research Institute, University of Alicante, Alicante, Spain#TAB#"
2472522931,"Department of Radiology and Biomedical Research Imaging Center (BRIC), University of North Carolina, USA"
2472522931,University of North Carolina
2472522931,Xiaozhuang University
2473109819,"Faculty of Marine Enginerring, Chabahar Maritime University, Chabahar"
2473325027,"Department of Communications Engineering, University of Malaga, Málaga, Spain"
2473325027,"Department of Computer Architecture and Technology, CITIC, University of Granada, Granada, Spain"
2473325027,"Neuralcubes Ltd, London, UK"
2473325027,"School of Computer Science and Electronic Engineering, University of Essex, Colchester, UK"
2473328563,Национальный технический университет «Харьковский политехнический институт»
2473328563,Украинский государственный университет железнодорожного транспорта
2473581418,Uniwersytet im. Adama Mickiewicza w Poznaniu
2473648568,Agricultural University of Hebei
2473648568,Hebei Normal University
2473655574,"Department of Neuroscience, Columbia University, New York, NY, USA"
2473655574,"Department of Physics, Indiana University, Bloomington, IN, USA"
2473655574,"Department of Physics, Syracuse University, Syracuse, NY, USA"
2473655574,"Department of Psychology, Indiana University - Purdue University Indianapolis, Indianapolis, IN, USA"
2473721721,"Dalian Maritime University, Dalian, China"
2473721721,"Nanyang Technological University, Nanyang, Singapore"
2473738173,"DPI Federal University of Viçosa, Brazil, MG, Brasil"
2473738173,"Rensselaer Polytechnic Institute, New York, USA"
2473790192,"Department of Electronics, Information and Bioengineering, Politecnico di Milano, Italy"
2474064601,"Google, Mountain View, USA"
2474064601,"IIT Guwahati, Guwahati, India"
2474340293,"European University#R##N#16B Academician Vernadskiy Blvd., Kyiv, Ukraine, 03115"
2474340293,"European University#R##N#Academician Vernadskiy blvd., 16B, Kyiv, Ukraine, 03115"
2474340293,"National Aviation University#R##N#Kosmonavta Komarova ave., 1, Kyiv, Ukraine, 03058"
2474409335,LPMA
2474729972,"Centre INRIA Rennes-Bretagne Atlantique, Rennes, F-35042, France"
2474729972,"Gipsa-Lab, CNRS, University of Grenoble Alpes, F-38000 Grenoble, France"
2474729972,"INSERM, U1099, Rennes, F-35000, France"
2474729972,"Technicolor R&D France, F-35576 Cesson-Sévigné, France"
2474855881,"Airbnb, Inc., San Francisco, CA, USA"
2474855881,"Deco Software, San Francisco, CA, USA"
2474855881,"Uber ATC, Pittsburgh, PA, USA"
2474855881,"Yahoo, Inc., Sunnyvale, CA, USA"
2475014785,"Rutgers University, New Brunswick, NJ#TAB#"
2475034223,"JUST, Irbid, Jordan"
2475034223,The University of Jordan
2475038989,South China University of Technology
2475106992,"Birla Institute of Technology, Mesra"
2475106992,University Malaysia Pahang
2475106992,University of New Brunswick
2475121651,Copenhagen Center for Health Technology
2475121651,Copenhagen University Hospital
2475121651,Department of Applied Mathematics and Computer Science
2475121651,Slovak University of Technology
2475334473,Google Inc.
2475780184,"University of Sheffield, Sheffield, United Kingdom"
2476040330,"University College London, London, United Kingdom"
2476040330,"University College London, London, USA"
2476040330,"University of Virginia, Charlottesville, VA, USA"
2476245477,"Cognitive Interaction Lab, Robotics, Brain and Cognitive Sciences Department, Istituto Italiano di Tecnologia, Italy"
2476245477,"Department of Psychology, Uppsala University, Sweden"
2476245477,"Faculty of Arts and Humanities, Psycholinguistics, Paderborn University, Germany"
2476245477,"Mathematical and Computer Sciences, Heriot-Watt University, UK"
2476262639,"College of Information Engineering, Inner Mongolia University of Technology"
2476262639,"Inner Mongolia Agriculture and Animal Husbandry Information Center,"
2476815715,"Kent University, Kent, United Kingdom"
2476815715,"Stirling University, Stirling , United Kingdom"
2477033421,University of Kent
2477059379,Российский государственный университет туризма и сервиса
2477626436,"Brain Imaging Center, Research Center for Natural Sciences, Hungarian Academy of Sciences, Budapest, Hungary#TAB#"
2477626436,"Institute of Genomic Medicine and Rare Disorders, Semmelweis University, Budapest, Hungary#TAB#"
2478454054,ETH Zürich
2478454054,Victoria University of Wellington
2478484802,"Department of Computer Science, Karpagam University, Coimbatore - 641 021, Tamil Nadu"
2478484802,"Department of Information Technology, Karpagam University, Coimbatore - 641 021, Tamil Nadu"
2479047430,"University of Central Florida, Orlando, FL, USA"
2479411493,Neural Science
2480075732,University of Coimbra
2480095413,"Committee on Computational Neuroscience, University of Chicago, USA"
2480095413,"Department of Physical Medicine and Rehabilitation, Feinberg School of Medicine, Northwestern University, Chicago, USA"
2480362250,"Centrum voor Wiskunde en Informatica (CWI), Amsterdam, The Netherlands"
2480362250,"Institute of Industrial Engineering and Ergonomics, RWTH Aachen University, Aachen, Germany"
2480404813,"Institute for Applied Computer Science, Karlsruhe Institute of Technology, Eggenstein-Leopoldshafen, Germany"
2480627936,"Artificial Intelligence Center, University of Oviedo at Gijón, Gijón, Spain#TAB#"
2481102467,"Universiti Malaysia Sabah, Malaysia"
2481102467,"University of New South Wales, Australia"
2481598591,"Ecole Polytéchnique Fédérale de Lausanne, Lausanne, Switzerland"
2481686130,"Hampshire College, Amherst, MA, USA"
2481686130,"University of Minnesota, Morris, Morris, MN, USA"
2481686130,"Washington and Lee University, Lexington, VA, USA"
2481817717,"Universitat Politecnica de Catalunya, Barcelona, Spain"
2481854178,"Department of Neurological Surgery, UC San Francisco, CA, USA"
2482018248,NTT Media Intelligence Laboratories
2482018248,Tohoku University
2482018248,University of North Carolina at Chapel Hill
2482114980,University of Edinburgh
2482412448,"School of Computer Science and Engineering, Lovely Professional University, Jalandhar-Delhi G.T. Road, National Highway 1, Phagwara - 144411, Punjab"
2482513306,"School of Mechanical and Manufacturing Engineering (SMME), National University of Sciences and Technology (NUST), H-12 Main Campus, Islamabad"
2482870886,"Department of Computing, Imperial College London, London, UK SW7 2AZ and Faculty of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, The Netherlands#TAB#"
2482870886,"Department of Computing, Imperial College London, London, UK SW7 2AZ#TAB#"
2482922118,UNC Chapel Hill
2482922118,University of Salzburg
2483265793,"University of Washington, Seattle, USA"
2483381266,École Polytechnique Fédérale de Lausanne
2483593449,"Alfréd Rényi Institute of Mathematics, Hungarian Academy of Sciences, Budapest, Hungary#TAB#"
2483593449,"Software Competence Center Hagenberg, Hagenberg, Austria#TAB#"
2483985239,"International School of Software, Wuhan University, Wuhan, People’s Republic of China"
2483985239,"School of Electronics and Information, Wuhan University, Wuhan, People’s Republic of China"
2483985239,"School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, People’s Republic of China"
2484030348,"Research and Development Centre, Bharathiar University, Coimbatore - 641046, Tamil Nadu"
2484173692,"Departamento de Inteligencia Artificial, Universidad Politécnica de Madrid, Madrid, Madrid, Spain"
2484365019,"IST Austria, Vienna, Austria"
2484365019,"University of Sheffield, Sheffield, United Kingdom"
2484648951,Université Grenoble Alpes
2484649956,Drexel University Thomas R. Kline School of Law
2485522583,Nanyang Technological University
2485522583,NVIDIA Corporation
2485522583,University of Technology Sydney (UTS)
2485748012,"Laboratory of Functional Materials and Devices for Nanoelectronics, Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation#TAB#"
2485748012,"National Research Nuclear University MEPhI, Moscow, Russian Federation#TAB#"
2485748012,"Scientific Research Institute for System Analysis, Russian Academy of Sciences, Moscow, Russian Federation#TAB#"
